序号,代码,名称,市场代码简称,最新价(元) 14:09,涨跌幅(%) 14:09,申万行业分类,macd金叉 2026.06.25,成交量环比增长率 2026.06.25,均线多头排列 2026.06.25,证券类型,成交量(股) 2026.06.24,成交量(股) 14:09,东财行业总分类,概念,涨跌额(元) 14:09,最高价(元) 14:09,最低价(元) 14:09,换手率(%) 14:09,量比 14:09,成交额(元) 14:09,市盈率(动)(倍) 2026.06.25,市净率(倍) 2026.06.25,总市值(元) 2026.06.25,流通市值(元) 2026.06.25,CHOICE_INNER_CODE,IN_OPTIONAL,CHG<70>{2026-06-25}
1,002254,泰和新材,SZ,20.17,9.98,基础化工-化学纤维-其他化学纤维,符合,201.85,是,A股,3654.03万,1.10亿,基础化工-化学纤维-其他化学纤维,东数西算、昨日高振幅、新能源车、标准普尔、军民融合、最近多板、长安汽车概念、东方财富热股、电池技术、智能穿戴、固态电池、央国企改革、富时罗素、机器人概念、军工、题材股、安防概念、融资融券、深股通、昨日首板、无人机、2025年报预减、铁路基建、氢能源、新材料、小米汽车、光纤概念、锂电池概念、高铁、风能,1.830,20.17,18.73,12.97,1.63,21.80亿,273.66,2.4492,172.87亿,171.58亿,1000007334,False,9.98
