序号,代码,名称,市场代码简称,最新价(元) 14:10,涨跌幅(%) 14:10,申万行业分类,成交量环比增长率 2026.06.25,证券类型,成交量(股) 2026.06.24,成交量(股) 14:10,东财行业总分类,概念,涨跌额(元) 14:10,最高价(元) 14:10,最低价(元) 14:10,换手率(%) 14:10,量比 14:10,成交额(元) 14:10,市盈率(动)(倍) 2026.06.25,市净率(倍) 2026.06.25,总市值(元) 2026.06.25,流通市值(元) 2026.06.25,CHOICE_INNER_CODE,IN_OPTIONAL,CHG<70>{2026-06-25}
1,000723,美锦能源,SZ,3.55,2.90,煤炭-焦炭Ⅱ-焦炭Ⅲ,18.40,A股,6824.07万,8079.93万,煤炭-焦炭Ⅱ-焦炭Ⅲ,首发经济、煤炭概念、昨日高振幅、转债标的、新能源车、燃料电池概念、标准普尔、深成500、节能环保、电池技术、污水处理、储能概念、油气资源、无人驾驶、超级电容、富时罗素、天然气、机器人概念、融资融券、充电桩、深股通、中证500、碳交易、反内卷概念、小盘股、氢能源、煤化工概念、石墨烯、煤炭开采加工、碳中和,0.100,3.70,3.38,1.84,1.74,2.89亿,-11.62,1.2657,156.32亿,156.02亿,1000001771,False,2.90
