序号,代码,名称,市场代码简称,最新价(元) 14:09,涨跌幅(%) 14:09,东财行业分类一级,macd金叉 2026.06.25,成交量环比增长率 2026.06.25,均线多头排列 2026.06.25,证券类型,成交量(股) 2026.06.24,成交量(股) 14:09,东财行业总分类,申万行业分类,概念,涨跌额(元) 14:09,最高价(元) 14:09,最低价(元) 14:09,换手率(%) 14:09,量比 14:09,成交额(元) 14:09,市盈率(动)(倍) 2026.06.25,市净率(倍) 2026.06.25,总市值(元) 2026.06.25,流通市值(元) 2026.06.25,CHOICE_INNER_CODE,IN_OPTIONAL,CHG<70>{2026-06-25}
1,300776,帝尔激光,SZ,178.36,8.02,电力设备,符合,30.99,是,A股,1320.09万,1729.22万,电力设备-光伏设备-光伏加工设备,电力设备-光伏设备-光伏加工设备,国产芯片、钙钛矿设备、钙钛矿电池、第三代半导体、深成500、先进制造风格、TOPCON电池、消费电子概念、巨量转移、MicroLED、OLED、富时罗素、MicroLED设备、BC电池、融资融券、深股通、先进封装、PCB、光伏概念、小盘股、玻璃基板、HJT电池、创业板综、小盘成长、先进封装设备、TOPCon电池、MiniLED,13.250,187.00,171.70,9.66,1.30,30.72亿,77.63,10.9388,508.17亿,319.24亿,1001042694,False,8.02
